Manufacturer,MFR Part #,Product Description,Retail / MSRP,Dealer Actual Cost,Dealers Discount from list,Proposed GSA Price (w/o IFF fee),GSA Discount % from List,Proposed GSA Price (with IFF of .75%),Country of Origin,Warranty
FLEXTRAY,20 SHELF BRKT,"20"" Shelf Bracket",$23.01,0,0,$14.14,0,0,US,1 Year
FLEXTRAY,24 CTR HGR,"Center Hung Support for 24""W Flextray",$14.85,0,0,$9.13,0,0,US,1 Year
FLEXTRAY,24 L BRKT,"24"" L-Bracket",$20.45,0,0,$12.57,0,0,US,1 Year
FLEXTRAY,24 SHELF BRKT,"24"" Shelf Bracket",$23.75,0,0,$14.59,0,0,US,1 Year
FLEXTRAY,3.3 LFT PROFILE,"39"" Punched Hanger",$30.56,0,0,$18.78,0,0,US,1 Year
FLEXTRAY,4  CTR HGR,"Center Hung Support for 4""W Flextray",$7.39,0,0,$4.54,0,0,US,1 Year
FLEXTRAY,4 C BRKT,"4"" C-Bracket",$11.48,0,0,$7.05,0,0,US,1 Year
FLEXTRAY,4 L BRKT,"4"" L-Bracket",$5.92,0,0,$3.64,0,0,US,1 Year
FLEXTRAY,6  CTR HGR,"Center Hung Support for 6""W Flextray",$8.74,0,0,$5.37,0,0,US,1 Year
FLEXTRAY,6 SHELF BRKT,"6"" Shelf Bracket",$10.06,0,0,$6.18,0,0,US,1 Year
FLEXTRAY,6.7 LFT PROFILE,"78"" Punched Hanger",$59.11,0,0,$36.31,0,0,US,1 Year
FLEXTRAY,8  CTR HGR,"Center Hung Support for 8""W Flextray",$9.80,0,0,$6.02,0,0,US,1 Year
FLEXTRAY,8 C BRKT,"8"" C-Bracket",$17.34,0,0,$10.65,0,0,US,1 Year
FLEXTRAY,8 L BRKT,"8"" L-Bracket",$11.07,0,0,$6.80,0,0,US,1 Year
FLEXTRAY,8 SHELF BRKT,"8"" Shelf Bracket",$11.71,0,0,$7.20,0,0,US,1 Year
FLEXTRAY,90 DEGREE BAR,"10""L 90-Degree Splice Plate",$4.46,0,0,$2.74,0,0,US,1 Year
FLEXTRAY,ATTACHMENT CLIP,Wall Bracket for FT1.5X2X10,$114.10,0,0,$70.10,0,0,US,1 Year
FLEXTRAY,BTM WASHER,"1-3/16"" Square Splice Washer",$41.32,0,0,$25.38,0,0,US,1 Year
FLEXTRAY,CABLE ROLLER,Cable Roller,$60.41,0,0,$37.11,0,0,US,1 Year
