Manufacturer,MFR Part #,Product Description,Retail / MSRP,Dealer Actual Cost,Dealers Discount from list,Proposed GSA Price (w/o IFF fee) ,GSA Discount % from List,Proposed GSA Price (with IFF of .75%),Country of Origin,Warranty
Leviton,61110-RL6,JACK C6+ BL            ,$9.71 ,$4.27,1%,$1 ,1%,$5.21,US,1 Year
Leviton,61110-RO6,JACK C6+ OR            ,$9.71 ,$4.27,1%,$1 ,1%,$5.21,US,1 Year
Leviton,61110-RP6,JACK C6+ PU            ,$9.71 ,$4.27,1%,$1 ,1%,$5.21,US,1 Year
Leviton,61110-RR6,JACK C6+ RD            ,$9.71 ,$4.27,1%,$1 ,1%,$5.21,US,1 Year
Leviton,61110-RT6,JACK C6+ LA            ,$9.71 ,$4.27,1%,$1 ,1%,$5.21,US,1 Year
Leviton,61110-RV6,JACK C6+ GN            ,$9.71 ,$4.27,1%,$1 ,1%,$5.21,US,1 Year
Leviton,61110-RW6,JACK C6+ WH            ,$9.71 ,$4.27,1%,$1 ,1%,$5.21,US,1 Year
Leviton,61110-RY6,JACK C6+ YL            ,$9.71 ,$4.27,1%,$1 ,1%,$5.21,US,1 Year
Leviton,61COS-B13,JACK C6A COS 13PK      ,$34.89 ,$14.91,1%,$1 ,1%,$18.18,US,1 Year
Leviton,6210G-03E,PCORD 10G 3' BK        ,$13.45 ,$5.75,1%,$1 ,1%,$7.01,US,1 Year
Leviton,6210G-03R,PCORD 10G 3' RD        ,$13.45 ,$5.75,1%,$1 ,1%,$7.01,US,1 Year
Leviton,6210G-03W,PCORD 10G 3' WH        ,$13.45 ,$5.75,1%,$1 ,1%,$7.01,US,1 Year
Leviton,6210G-05E,PCORD 10G 5' BK        ,$16.63 ,$7.10,1%,$1 ,1%,$8.66,US,1 Year
Leviton,6210G-05L,PCORD 10G 5' BL        ,$16.63 ,$7.10,1%,$1 ,1%,$8.66,US,1 Year
Leviton,6210G-05R,PCORD 10G 5' RD        ,$16.63 ,$7.10,1%,$1 ,1%,$8.66,US,1 Year
Leviton,6210G-07L,PCORD 10G 7' BL        ,$19.56 ,$8.36,1%,$1 ,1%,$10.20,US,1 Year
Leviton,6210G-07W,PCORD 10G 7' WH        ,$19.56 ,$8.36,1%,$1 ,1%,$10.20,US,1 Year
Leviton,6210G-10E,PCORD 10G 10' BK       ,$24.03 ,$10.27,1%,$1 ,1%,$12.52,US,1 Year
Leviton,6210G-10R,PCORD 10G 10' RD       ,$24.03 ,$10.27,1%,$1 ,1%,$12.52,US,1 Year
Leviton,6210G-10W,PCORD 10G 10' WH       ,$24.03 ,$10.27,1%,$1 ,1%,$12.52,US,1 Year
Leviton,6210G-20E,PCORD 10G 20' BK       ,$35.15 ,$15.02,1%,$1 ,1%,$18.32,US,1 Year
Leviton,62240-02S,PCORD C6 110 4PR 2'    ,$22.16 ,$10.61,1%,$1 ,1%,$12.94,US,1 Year
Leviton,62240-03S,PCORD C6 110 4PR 3'    ,$23.04 ,$11.03,1%,$1 ,1%,$13.45,US,1 Year
Leviton,62240-05S,PCORD C6 110 4PR 5'    ,$24.80 ,$11.87,1%,$1 ,1%,$14.48,US,1 Year
Leviton,62240-07S,PCORD C6 110 4PR 7'    ,$26.49 ,$12.68,1%,$1 ,1%,$15.46,US,1 Year
Leviton,62240-10S,PCORD C6 110 4PR 10'   ,$28.49 ,$13.64,1%,$1 ,1%,$16.63,US,1 Year
Leviton,6234A-03S,PCORD C6 110-T568A 3'  ,$19.75 ,$9.45,1%,$1 ,1%,$11.52,US,1 Year
Leviton,6234A-05S,PCORD C6 110-T568A 5'  ,$21.24 ,$10.16,1%,$1 ,1%,$12.39,US,1 Year
Leviton,6234B-01S,PCORD C6 110-T568B 1'  ,$18.29 ,$8.76,1%,$1 ,1%,$10.68,US,1 Year
