Manufacturer,MFR Part #,Product Description, Retail / MSRP , Dealer Actual Cost ,Dealer's Discount (% from list),Proposed GSA Price (w/o IFF fee),GSA Discount % from List,Proposed GSA Price (with IFF of .75%),Country of Origin,Warranty
ORTRONICS,42100054-00,"TJ,BEZEL,MINI MOD,REAR LOAD",$7.56 ,$3.78 ,50%,$4.64 ,39%,$4.61 ,USA,1 Year
ORTRONICS,42100059-00,"TRACJACK,FURNITURE BEZEL",$8.40 ,$4.20 ,50%,$5.16 ,39%,$5.12 ,USA,1 Year
ORTRONICS,50900051-TL,"POWER STRIP,8POS,REAR,20AMP",$186.50 ,$93.25 ,50%,$114.58 ,39%,$113.72 ,USA,1 Year
ORTRONICS,50900052-TL,"POWER STRIP,8POS,REAR,20AMP",$182.14 ,$91.07 ,50%,$111.90 ,39%,$111.06 ,USA,1 Year
ORTRONICS,60900014-13,"SII,6P6C,110,USOC,180,1UNIT",$7.48 ,$3.74 ,50%,$4.60 ,39%,$4.56 ,USA,1 Year
ORTRONICS,60900015-00,"SII,2/6P6C,110,USOC,180,1UNIT",$13.02 ,$6.51 ,50%,$8.00 ,39%,$7.94 ,USA,1 Year
ORTRONICS,60900015-13,"SII,2/6P6C,110,USOC,180,1UNIT",$13.02 ,$6.51 ,50%,$8.00 ,39%,$7.94 ,USA,1 Year
ORTRONICS,60900017-13,"SII,1/FCONN,180,1UNIT",$6.76 ,$3.38 ,50%,$4.15 ,39%,$4.12 ,USA,1 Year
ORTRONICS,60900017-78,"SII,1/FCONN,180,1UNIT",$6.76 ,$3.38 ,50%,$4.15 ,39%,$4.12 ,USA,1 Year
ORTRONICS,60900017-99,"SII,1/FCONN,180,1UNIT",$6.76 ,$3.38 ,50%,$4.15 ,39%,$4.12 ,USA,1 Year
ORTRONICS,60900020-99,"SII,2/FCONN,180,1UNIT",$10.82 ,$5.41 ,50%,$6.65 ,39%,$6.60 ,USA,1 Year
ORTRONICS,60900184-13,"SII,SC/DX/MTL/MM/BEIGE,60'EXIT",$24.78 ,$12.39 ,50%,$15.22 ,39%,$15.11 ,USA,1 Year
ORTRONICS,60900225-99,"SII,1/MINI DIN 4PIN TO 110",$11.78 ,$5.89 ,50%,$7.24 ,39%,$7.18 ,USA,1 Year
ORTRONICS,60900270-99,"SII,DB15-HD//FF,SCRLCK,180,1UN",$26.38 ,$13.19 ,50%,$16.21 ,39%,$16.09 ,USA,1 Year
ORTRONICS,60900273-13,"SII,3.5MM,STEREO JACK FEEDTHRU",$6.84 ,$3.42 ,50%,$4.20 ,39%,$4.17 ,USA,1 Year
ORTRONICS,60900273-88,"SII,3.5MM,STEREO JACK FEEDTHRU",$6.84 ,$3.42 ,50%,$4.20 ,39%,$4.17 ,USA,1 Year
ORTRONICS,60900273-99,"SII,3.5MM,STEREO JACK FEEDTHRU",$6.84 ,$3.42 ,50%,$4.20 ,39%,$4.17 ,USA,1 Year
ORTRONICS,60900372-13,"SII,HDMI,F/F,180,1UNIT",$39.40 ,$19.70 ,50%,$24.21 ,39%,$24.02 ,USA,1 Year
ORTRONICS,60900372-88,"SII,HDMI,F/F,180,1UNIT",$39.40 ,$19.70 ,50%,$24.21 ,39%,$24.02 ,USA,1 Year
ORTRONICS,60900372-99,"SII,HDMI,F/F,180,1UNIT",$39.40 ,$19.70 ,50%,$24.21 ,39%,$24.02 ,USA,1 Year
ORTRONICS,60950053-99,"SII,2/8P8C,110,568B,C5e,45,1U",$16.96 ,$8.48 ,50%,$10.42 ,39%,$10.34 ,USA,1 Year
ORTRONICS,61150D08001M22,MTRJ MTRJ 1METER,$80.90 ,$40.45 ,50%,$49.70 ,39%,$49.33 ,USA,1 Year
ORTRONICS,61150D08001M23C,MT-RJ ST/ST 1METER CERAMIC,$77.04 ,$38.52 ,50%,$47.33 ,39%,$46.98 ,USA,1 Year
ORTRONICS,61150D08001M29C,MT-RJ SC/SC 1METER CERAMIC,$83.12 ,$41.56 ,50%,$51.07 ,39%,$50.68 ,USA,1 Year
ORTRONICS,61150D08001M33C,ST/ST ST/ST 1METER CERAMIC,$73.20 ,$36.60 ,50%,$44.97 ,39%,$44.63 ,USA,1 Year
ORTRONICS,61150D08001M37C,ST/ST LC/LC 1METER CERAMIC,$81.64 ,$40.82 ,50%,$50.16 ,39%,$49.78 ,USA,1 Year
ORTRONICS,61150D08001M39C,ST/ST SC/SC 1METER CERAMIC,$79.28 ,$39.64 ,50%,$48.71 ,39%,$48.34 ,USA,1 Year
ORTRONICS,61150D08001M77C,LC/LC-LC/LC 1METER CERAMIC,$90.06 ,$45.03 ,50%,$55.33 ,39%,$54.91 ,USA,1 Year
ORTRONICS,61150D08001M79C,"SC/SC-LC/LC 3mm DUPLX,9/125 SM",$87.72 ,$43.86 ,50%,$53.89 ,39%,$53.49 ,USA,1 Year
ORTRONICS,61150D08001M99C,SC/SC SC/SC 1METER CERAMIC,$85.34 ,$42.67 ,50%,$52.43 ,39%,$52.04 ,USA,1 Year
ORTRONICS,61150D08002M22,MTRJ MTRJ 2METER,$82.90 ,$41.45 ,50%,$50.93 ,39%,$50.55 ,USA,1 Year
ORTRONICS,61150D08002M23C,MT-RJ ST/ST 2METER CERAMIC,$79.06 ,$39.53 ,50%,$48.57 ,39%,$48.21 ,USA,1 Year
ORTRONICS,61150D08002M27C,MT-RJ LC/LC 2METER CERAMIC,$87.48 ,$43.74 ,50%,$53.74 ,39%,$53.34 ,USA,1 Year
ORTRONICS,61150D08002M29C,MT-RJ SC/SC 2METER CERAMIC,$85.14 ,$42.57 ,50%,$52.31 ,39%,$51.91 ,USA,1 Year
ORTRONICS,61150D08002M33C,ST/ST ST/ST 2METER CERAMIC,$75.22 ,$37.61 ,50%,$46.21 ,39%,$45.87 ,USA,1 Year
ORTRONICS,61150D08002M37C,ST/ST LC/LC 2METER CERAMIC,$83.64 ,$41.82 ,50%,$51.39 ,39%,$51.00 ,USA,1 Year
ORTRONICS,61150D08002M39C,ST/ST SC/SC 2METER CERAMIC,$81.30 ,$40.65 ,50%,$49.95 ,39%,$49.57 ,USA,1 Year
ORTRONICS,61150D08002M77C,LC/LC-LC/LC 2METER CERAMIC,$92.08 ,$46.04 ,50%,$56.57 ,39%,$56.15 ,USA,1 Year
ORTRONICS,61150D08002M79C,LC/LC-SC/SC 3mm DX 9/125 SM,$89.72 ,$44.86 ,50%,$55.12 ,39%,$54.71 ,USA,1 Year
ORTRONICS,61150D08002M99C,SC/SC SC/SC 2METER CERAMIC,$87.36 ,$43.68 ,50%,$53.67 ,39%,$53.27 ,USA,1 Year
ORTRONICS,61150D08003M22,MTRJ MTRJ 3METER,$84.92 ,$42.46 ,50%,$52.17 ,39%,$51.78 ,USA,1 Year
ORTRONICS,61150D08003M23C,MT-RJ ST/ST 3METER CERAMIC,$81.06 ,$40.53 ,50%,$49.80 ,39%,$49.43 ,USA,1 Year
ORTRONICS,61150D08003M27C,MT-RJ LC/LC 3METER CERAMIC,$89.50 ,$44.75 ,50%,$54.99 ,39%,$54.57 ,USA,1 Year
ORTRONICS,61150D08003M29C,MT-RJ SC/SC 3METER CERAMIC,$87.16 ,$43.58 ,50%,$53.55 ,39%,$53.15 ,USA,1 Year
ORTRONICS,61150D08003M33C,ST/ST ST/ST 3METER CERAMIC,$77.22 ,$38.61 ,50%,$47.44 ,39%,$47.09 ,USA,1 Year
ORTRONICS,61150D08003M37C,ST/ST LC/LC 3METER CERAMIC,$85.66 ,$42.83 ,50%,$52.63 ,39%,$52.23 ,USA,1 Year
ORTRONICS,61150D08003M39C,ST/ST SC/SC 3METER CERAMIC,$83.30 ,$41.65 ,50%,$51.18 ,39%,$50.79 ,USA,1 Year
ORTRONICS,61150D08003M77C,LC/LC-LC/LC 3METER CERAMIC,$94.08 ,$47.04 ,50%,$57.80 ,39%,$57.37 ,USA,1 Year
ORTRONICS,61150D08003M79C,LC/LC-SC/SC 3mm DX 9/125 SM,$91.72 ,$45.86 ,50%,$56.35 ,39%,$55.93 ,USA,1 Year
ORTRONICS,61150D08003M99C,SC/SC SC/SC 3METER CERAMIC,$89.38 ,$44.69 ,50%,$54.91 ,39%,$54.50 ,USA,1 Year
ORTRONICS,61150D08004F77C,LC/LC-LC/LC 4FT CERAMIC,$90.52 ,$45.26 ,50%,$55.61 ,39%,$55.20 ,USA,1 Year
ORTRONICS,61150D08004M24C,MTRJ FC/FC 4METER CERAMIC,$92.08 ,$46.04 ,50%,$56.57 ,39%,$56.15 ,USA,1 Year
ORTRONICS,61150D08005M77C,LC/LC-LC/LC 5METER CERAMIC,$98.12 ,$49.06 ,50%,$60.28 ,39%,$59.83 ,USA,1 Year
ORTRONICS,61150D08006M24C,MTRJ FC/FC 6METER CERAMIC,$96.10 ,$48.05 ,50%,$59.04 ,39%,$58.60 ,USA,1 Year
ORTRONICS,61150D08006M79C,LC/LC-SC/SC 3mm DX 9/125 SM,$97.76 ,$48.88 ,50%,$60.06 ,39%,$59.61 ,USA,1 Year
ORTRONICS,61150D08007M79C,LC/LC-SC/SC 3mm DX 9/125 SM,$99.78 ,$49.89 ,50%,$61.30 ,39%,$60.84 ,USA,1 Year
ORTRONICS,61150D08008F77C,LC/LC-LC/LC 8FT CERAMIC,$92.94 ,$46.47 ,50%,$57.10 ,39%,$56.67 ,USA,1 Year
ORTRONICS,61150D08008M79C,LC/LC-SC/SC 3mm DX 9/125 SM,$101.76 ,$50.88 ,50%,$62.52 ,39%,$62.05 ,USA,1 Year
ORTRONICS,61150D08009M22,MTRJ MTRJ 9M,$96.98 ,$48.49 ,50%,$59.58 ,39%,$59.13 ,USA,1 Year
ORTRONICS,61150D08009M39C,ST/ST SC/SC 9METER CERAMIC,$95.36 ,$47.68 ,50%,$58.59 ,39%,$58.15 ,USA,1 Year
ORTRONICS,61150D08009M79C,LC/LC-SC/SC 3mm DX 9/125 SM,$103.78 ,$51.89 ,50%,$63.76 ,39%,$63.28 ,USA,1 Year
ORTRONICS,61150D08010M24C,MTRJ FC/FC 10METER CERAMIC,$104.14 ,$52.07 ,50%,$63.98 ,39%,$63.50 ,USA,1 Year
ORTRONICS,61150D08010M29C,MTRJ SC/SC 10M CERAMIC,$101.20 ,$50.60 ,50%,$62.17 ,39%,$61.71 ,USA,1 Year
ORTRONICS,61150D08012M39C,ST/ST SC/SC 12METER CERAMIC,$101.38 ,$50.69 ,50%,$62.28 ,39%,$61.82 ,USA,1 Year
ORTRONICS,61150D08012M79C,LC/LC-SC/SC 3mm DX 9/125 SM,$109.80 ,$54.90 ,50%,$67.46 ,39%,$66.95 ,USA,1 Year
ORTRONICS,61150D08015F77C,LC/LC-LC/LC 15F CERAMIC,$97.26 ,$48.63 ,50%,$59.75 ,39%,$59.30 ,USA,1 Year
ORTRONICS,61150D08015M79C,LC/LC-SC/SC 3mm DX 9/125 SM,$115.84 ,$57.92 ,50%,$71.17 ,39%,$70.63 ,USA,1 Year
ORTRONICS,61150D08028M79C,LC/LC-SM/SM 3mm DX 9/125 SM,$141.96 ,$70.98 ,50%,$87.22 ,39%,$86.56 ,USA,1 Year
ORTRONICS,61150D08030M29C,MT-RJ SC/SC 30METER CERAMIC,$141.40 ,$70.70 ,50%,$86.87 ,39%,$86.22 ,USA,1 Year
ORTRONICS,61150D08046M39C,ST/ST SC/SC 46METER CERAMIC,$177.34 ,$88.67 ,50%,$108.95 ,39%,$108.13 ,USA,1 Year
ORTRONICS,61150D08049M79C,LC/LC-SC/SC 3mm DX 9/125 SM,$191.80 ,$95.90 ,50%,$117.83 ,39%,$116.95 ,USA,1 Year
ORTRONICS,61150D08061M39C,ST/ST SC/SC 61METER CERAMIC,$207.48 ,$103.74 ,50%,$127.47 ,39%,$126.51 ,USA,1 Year
ORTRONICS,61150D50001M22,MTRJ-MTRJ 1METER 50/125 MM PVC,$55.60 ,$27.80 ,50%,$34.16 ,39%,$33.90 ,USA,1 Year
ORTRONICS,61150D50001M23C,MTRJ ST/ST 1METER CERAMIC,$55.70 ,$27.85 ,50%,$34.22 ,39%,$33.96 ,USA,1 Year
ORTRONICS,61150D50001M29C,MTRJ SC 1METER CERAMIC,$57.56 ,$28.78 ,50%,$35.36 ,39%,$35.10 ,USA,1 Year
ORTRONICS,61150D50001M33C,ST/ST ST/ST 1METER CERAMIC,$47.04 ,$23.52 ,50%,$28.90 ,39%,$28.68 ,USA,1 Year
ORTRONICS,61150D50001M37C,ST/ST-LC/LC 1M CERAMIC 50/125,$57.84 ,$28.92 ,50%,$35.53 ,39%,$35.27 ,USA,1 Year
ORTRONICS,61150D50001M39C,ST/ST SC/SC 1METER CERAMIC,$59.54 ,$29.77 ,50%,$36.58 ,39%,$36.30 ,USA,1 Year
ORTRONICS,61150D50001M77C,LC/LC-LC/LC 1M CERAMIC 50/125,$68.62 ,$34.31 ,50%,$42.16 ,39%,$41.84 ,USA,1 Year
ORTRONICS,61150D50001M79C,LC/LC-SC/SC 1M CERAMIC 50/125,$64.08 ,$32.04 ,50%,$39.37 ,39%,$39.07 ,USA,1 Year
ORTRONICS,61150D50001M99C,SC/SC SC/SC 1METER CERAMIC,$59.54 ,$29.77 ,50%,$36.58 ,39%,$36.30 ,USA,1 Year
ORTRONICS,61150D50002M23C,MTRJ ST/ST 2METER CERAMIC,$53.72 ,$26.86 ,50%,$33.00 ,39%,$32.76 ,USA,1 Year
ORTRONICS,61150D50002M29C,MTRJ SC/SC 2METER CERAMIC,$59.98 ,$29.99 ,50%,$36.85 ,39%,$36.57 ,USA,1 Year
ORTRONICS,61150D50002M33C,ST/ST ST/ST 2METER CERAMIC,$49.46 ,$24.73 ,50%,$30.39 ,39%,$30.16 ,USA,1 Year
ORTRONICS,61150D50002M37C,ST/ST-LC/LC 2M CERAMIC 50/125,$60.22 ,$30.11 ,50%,$37.00 ,39%,$36.72 ,USA,1 Year
ORTRONICS,61150D50002M39C,ST/ST SC/SC 2METER CERAMIC,$55.70 ,$27.85 ,50%,$34.22 ,39%,$33.96 ,USA,1 Year
ORTRONICS,61150D50002M77C,LC/LC-LC/LC 2M CERAMIC 50/125,$71.02 ,$35.51 ,50%,$43.63 ,39%,$43.30 ,USA,1 Year
ORTRONICS,61150D50002M79C,LC/LC-SC/SC 2M CERAMIC 50/125,$66.48 ,$33.24 ,50%,$40.84 ,39%,$40.54 ,USA,1 Year
ORTRONICS,61150D50002M99C,SC/SC SC/SC 2METER CERAMIC,$61.92 ,$30.96 ,50%,$38.04 ,39%,$37.76 ,USA,1 Year
ORTRONICS,61150D50003M23C,MTRJ ST/ST 3METER CERAMIC,$53.72 ,$26.86 ,50%,$33.00 ,39%,$32.76 ,USA,1 Year
ORTRONICS,61150D50003M29C,MTRJ SC/SC 3METER CERAMIC,$56.14 ,$28.07 ,50%,$34.49 ,39%,$34.23 ,USA,1 Year
ORTRONICS,61150D50003M33C,ST/ST ST/ST 3METER CERAMIC,$51.84 ,$25.92 ,50%,$31.85 ,39%,$31.61 ,USA,1 Year
ORTRONICS,61150D50003M37C,ST/ST-LC/LC 3METER CERAMIC,$62.64 ,$31.32 ,50%,$38.48 ,39%,$38.20 ,USA,1 Year
ORTRONICS,61150D50003M39C,ST/ST SC/SC 3METER CERAMIC,$58.08 ,$29.04 ,50%,$35.68 ,39%,$35.41 ,USA,1 Year
ORTRONICS,61150D50003M77C,LC/LC-LC/LC 3METER CERAMIC,$73.42 ,$36.71 ,50%,$45.11 ,39%,$44.77 ,USA,1 Year
ORTRONICS,61150D50003M79C,LC/LC SC/SC CERAMIC 50/125 3M,$68.88 ,$34.44 ,50%,$42.32 ,39%,$42.00 ,USA,1 Year
ORTRONICS,61150D50003M99C,SC/SC SC/SC 3METER CERAMIC,$64.34 ,$32.17 ,50%,$39.53 ,39%,$39.23 ,USA,1 Year
ORTRONICS,61150D50004F77C,LC/LC-LC/LC 4FT CERAMIC 50/125,$69.16 ,$34.58 ,50%,$42.49 ,39%,$42.17 ,USA,1 Year
ORTRONICS,61150D50004M39C,ST/ST SC/SC 4METER CERAMIC,$60.50 ,$30.25 ,50%,$37.17 ,39%,$36.89 ,USA,1 Year
ORTRONICS,61150D50004M77C,LC/LC-LC/LC 4METER CERAMIC,$75.84 ,$37.92 ,50%,$46.59 ,39%,$46.24 ,USA,1 Year
ORTRONICS,61150D50004M79C,LC/LC-SC/SC 4M CERAMIC 50/125,$71.30 ,$35.65 ,50%,$43.80 ,39%,$43.48 ,USA,1 Year
ORTRONICS,61150D50005M23C,MTRJ ST/ST 5METER CERAMIC,$60.94 ,$30.47 ,50%,$37.44 ,39%,$37.16 ,USA,1 Year
ORTRONICS,61150D50005M27C,"MT-RJ-LC/LC,MINIZIP,50/125,MM",$71.72 ,$35.86 ,50%,$44.06 ,39%,$43.73 ,USA,1 Year
ORTRONICS,61150D50005M37C,ST/ST-LC/LC 5M CERAMIC 50/125,$67.46 ,$33.73 ,50%,$41.44 ,39%,$41.13 ,USA,1 Year
ORTRONICS,61150D50005M77C,LC/LC-LC/LC 5METER CERAMIC,$78.22 ,$39.11 ,50%,$48.06 ,39%,$47.70 ,USA,1 Year
ORTRONICS,61150D50005M79C,LC/LC-SC/SC 5M CERAMIC 50/125,$73.68 ,$36.84 ,50%,$45.27 ,39%,$44.93 ,USA,1 Year
ORTRONICS,61150D50005M99C,SC/SC SC/SC 5METER CERAMIC,$69.16 ,$34.58 ,50%,$42.49 ,39%,$42.17 ,USA,1 Year
ORTRONICS,61150D50006M29C,MTRJ SC 6METER CERAMIC,$69.58 ,$34.79 ,50%,$42.75 ,39%,$42.43 ,USA,1 Year
ORTRONICS,61150D50006M77C,LC/LC-LC/LC 6METER CERAMIC,$80.64 ,$40.32 ,50%,$49.54 ,39%,$49.17 ,USA,1 Year
ORTRONICS,61150D50006M79C,LC/LC-SC/SC 6M CERAMIC 50/125,$76.08 ,$38.04 ,50%,$46.74 ,39%,$46.39 ,USA,1 Year
ORTRONICS,61150D50007M29C,MTRJ SC/SC 7METER CERAMIC,$71.98 ,$35.99 ,50%,$44.22 ,39%,$43.89 ,USA,1 Year
ORTRONICS,61150D50007M33C,ST/ST ST/ST 7METER CERAMIC,$61.46 ,$30.73 ,50%,$37.76 ,39%,$37.48 ,USA,1 Year
ORTRONICS,61150D50007M39C,ST/ST SC/SC 7METER CERAMIC,$67.70 ,$33.85 ,50%,$41.59 ,39%,$41.28 ,USA,1 Year
ORTRONICS,61150D50007M79C,LC/LC-SC/SC 7M CERAMIC 50/125,$78.50 ,$39.25 ,50%,$48.23 ,39%,$47.87 ,USA,1 Year
ORTRONICS,61150D50008F77C,LC/LC-LC/LC 8FT CERAMIC 50/125,$72.08 ,$36.04 ,50%,$44.28 ,39%,$43.95 ,USA,1 Year
ORTRONICS,61150D50008M77C,LC/LC-LC/LC 8M CERAMIC 50/125,$85.42 ,$42.71 ,50%,$52.48 ,39%,$52.09 ,USA,1 Year
ORTRONICS,61150D50008M79C,LC/LC-SC/SC 8M CERAMIC 50/125,$80.90 ,$40.45 ,50%,$49.70 ,39%,$49.33 ,USA,1 Year
ORTRONICS,61150D50008M99C,SC/SC SC/SC 8METER CERAMIC,$76.36 ,$38.18 ,50%,$46.91 ,39%,$46.56 ,USA,1 Year
ORTRONICS,61150D50009M77C,LC/LC-LC/LC 9M CERAMIC 50/125,$87.84 ,$43.92 ,50%,$53.97 ,39%,$53.56 ,USA,1 Year
ORTRONICS,61150D50009M79C,LC/LC-SC/SC 9M CERAMIC 50/125,$83.30 ,$41.65 ,50%,$51.18 ,39%,$50.79 ,USA,1 Year
ORTRONICS,61150D50009M99C,SC/SC SC/SC 9METER CERAMIC,$78.76 ,$39.38 ,50%,$48.39 ,39%,$48.02 ,USA,1 Year
ORTRONICS,61150D50010M27C,"MT-RJ-LC/LC,MINIZIP,50/125,MM",$83.72 ,$41.86 ,50%,$51.43 ,39%,$51.05 ,USA,1 Year
ORTRONICS,61150D50010M39C,ST/ST SC/SC 10METER CERAMIC,$74.90 ,$37.45 ,50%,$46.02 ,39%,$45.67 ,USA,1 Year
ORTRONICS,61150D50010M79C,LC/SC CERAMIC 50/125 MM 10M,$85.70 ,$42.85 ,50%,$52.65 ,39%,$52.26 ,USA,1 Year
ORTRONICS,61150D50011M77C,LC/LC LC/LC 11M CERAMIC,$92.66 ,$46.33 ,50%,$56.93 ,39%,$56.50 ,USA,1 Year
ORTRONICS,61150D50011M79C,LC/LC-SC/SC 11M CERAMIC 50/125,$88.10 ,$44.05 ,50%,$54.13 ,39%,$53.72 ,USA,1 Year
ORTRONICS,61150D50012M77C,LC/LC LC/LC 12M CERAMIC,$95.04 ,$47.52 ,50%,$58.39 ,39%,$57.95 ,USA,1 Year
ORTRONICS,61150D50012M79C,LC/LC-SC/SC 12M CERAMIC 50/125,$90.52 ,$45.26 ,50%,$55.61 ,39%,$55.20 ,USA,1 Year
ORTRONICS,61150D50012M99C,SC/SC SC/SC 12METER CERAMIC,$85.96 ,$42.98 ,50%,$52.81 ,39%,$52.41 ,USA,1 Year
ORTRONICS,61150D50013M77C,LC/LC-LC/LC 13M CERAMIC 50/125,$97.44 ,$48.72 ,50%,$59.86 ,39%,$59.41 ,USA,1 Year
ORTRONICS,61150D50013M79C,LC/LC-SC/SC 13M CERAMIC 50/125,$92.90 ,$46.45 ,50%,$57.07 ,39%,$56.65 ,USA,1 Year
ORTRONICS,61150D50015F77C,LC/LC-LC/LC 15F CERAMIC 50/125,$77.20 ,$38.60 ,50%,$47.43 ,39%,$47.07 ,USA,1 Year
ORTRONICS,61150D50015M77C,LC/LC-LC/LC 15M CERAMIC 50/125,$102.24 ,$51.12 ,50%,$62.81 ,39%,$62.34 ,USA,1 Year
ORTRONICS,61150D50015M79C,LC/LC-SC/SC 15M CERAMIC 50/125,$97.72 ,$48.86 ,50%,$60.04 ,39%,$59.59 ,USA,1 Year
ORTRONICS,61150D50016M79C,LC/LC-SC/SC 16M CERAMIC 50/125,$100.10 ,$50.05 ,50%,$61.50 ,39%,$61.04 ,USA,1 Year
ORTRONICS,61150D50017M99C,SC/SC SC/SC 17M CERAMIC,$97.96 ,$48.98 ,50%,$60.18 ,39%,$59.73 ,USA,1 Year
ORTRONICS,61150D50018M77C,LC/LC-LC/LC 18M CERAMIC 50/125,$109.46 ,$54.73 ,50%,$67.25 ,39%,$66.74 ,USA,1 Year
ORTRONICS,61150D50019M99C,SC/SC SC/SC 19M CERAMIC,$102.78 ,$51.39 ,50%,$63.14 ,39%,$62.67 ,USA,1 Year
ORTRONICS,61150D50020M77C,LC/LC-LC/LC 20M CERAMIC,$114.26 ,$57.13 ,50%,$70.20 ,39%,$69.67 ,USA,1 Year
ORTRONICS,61150D50020M99C,SC/SC SC/SC 20M CERAMIC,$105.18 ,$52.59 ,50%,$64.62 ,39%,$64.13 ,USA,1 Year
ORTRONICS,61150D50030M77C,LC/LC LC/LC 30M CERAMIC,$138.28 ,$69.14 ,50%,$84.95 ,39%,$84.32 ,USA,1 Year
ORTRONICS,61150D50065M33C,ST/ST ST/ST 65METER CERAMIC,$200.80 ,$100.40 ,50%,$123.36 ,39%,$122.44 ,USA,1 Year
ORTRONICS,61150D50077M33C,ST/ST ST/ST 77METER CERAMIC,$229.64 ,$114.82 ,50%,$141.08 ,39%,$140.02 ,USA,1 Year
ORTRONICS,61150D62001M22,MTRJ-MTRJ MINI ZIP 62.5/125 MM,$51.78 ,$25.89 ,50%,$31.81 ,39%,$31.57 ,USA,1 Year
ORTRONICS,61150D62001M23C,MTRJ ST/ST 1METER CERAMIC,$47.86 ,$23.93 ,50%,$29.40 ,39%,$29.18 ,USA,1 Year
ORTRONICS,61150D62001M29C,MTRJ SC/SC 1METER CERAMIC,$53.66 ,$26.83 ,50%,$32.97 ,39%,$32.72 ,USA,1 Year
ORTRONICS,61150D62001M33C,ST/ST ST/ST 1METER CERAMIC,$43.92 ,$21.96 ,50%,$26.98 ,39%,$26.78 ,USA,1 Year
ORTRONICS,61150D62001M37C,ST/ST-LC/LC CER 62.5/125 1M MM,$53.88 ,$26.94 ,50%,$33.10 ,39%,$32.85 ,USA,1 Year
ORTRONICS,61150D62001M39C,ST/ST SC/SC 1METER CERAMIC,$49.72 ,$24.86 ,50%,$30.55 ,39%,$30.32 ,USA,1 Year
ORTRONICS,61150D62001M77C,LC/LC-LC/LC CER 62.5/125 MM 1M,$63.84 ,$31.92 ,50%,$39.22 ,39%,$38.93 ,USA,1 Year
ORTRONICS,61150D62001M79C,LC/LC SC/SC 1METER CERAMIC,$59.68 ,$29.84 ,50%,$36.67 ,39%,$36.39 ,USA,1 Year
ORTRONICS,61150D62001M99C,SC/SC SC/SC 1METER CERAMIC,$55.54 ,$27.77 ,50%,$34.12 ,39%,$33.87 ,USA,1 Year
ORTRONICS,61150D62002M22,MTRJ-MTRJ MINI ZIP 62.5/125/MM,$54.40 ,$27.20 ,50%,$33.42 ,39%,$33.17 ,USA,1 Year
ORTRONICS,61150D62002M23C,MTRJ ST/ST 2METER CERAMIC,$50.44 ,$25.22 ,50%,$30.99 ,39%,$30.76 ,USA,1 Year
ORTRONICS,61150D62002M27C,MTRJ LC/LC 62.5/125 MM DPX 2M,$60.42 ,$30.21 ,50%,$37.12 ,39%,$36.84 ,USA,1 Year
ORTRONICS,61150D62002M29C,MTRJ SC/SC 2METER CERAMIC,$56.26 ,$28.13 ,50%,$34.56 ,39%,$34.30 ,USA,1 Year
ORTRONICS,61150D62002M33C,ST/ST ST/ST 2METER CERAMIC,$46.52 ,$23.26 ,50%,$28.58 ,39%,$28.37 ,USA,1 Year
ORTRONICS,61150D62002M37C,ST/ST-LC/LC CER 62.5/125 MM 2M,$56.46 ,$28.23 ,50%,$34.69 ,39%,$34.43 ,USA,1 Year
ORTRONICS,61150D62002M39C,ST/ST SC/SC 2METER CERAMIC,$52.34 ,$26.17 ,50%,$32.16 ,39%,$31.91 ,USA,1 Year
ORTRONICS,61150D62002M77C,LC/LC-LC/LC CER 62.5/125 MM 2M,$66.44 ,$33.22 ,50%,$40.82 ,39%,$40.51 ,USA,1 Year
ORTRONICS,61150D62002M79C,LC/LC SC/SC 2METER CERAMIC,$62.28 ,$31.14 ,50%,$38.26 ,39%,$37.98 ,USA,1 Year
ORTRONICS,61150D62002M99C,SC/SC SC/SC 2METER CERAMIC,$58.12 ,$29.06 ,50%,$35.71 ,39%,$35.44 ,USA,1 Year
ORTRONICS,61150D62003M22,MTRJ-MTRJ MINI ZIP 62.5/125 MM,$56.98 ,$28.49 ,50%,$35.01 ,39%,$34.74 ,USA,1 Year
ORTRONICS,61150D62003M23C,MTRJ ST/ST 3METER CERAMIC,$53.04 ,$26.52 ,50%,$32.59 ,39%,$32.34 ,USA,1 Year
ORTRONICS,61150D62003M27C,MTRJ LC/LC 62.5/125 MM DPX 3M,$63.00 ,$31.50 ,50%,$38.70 ,39%,$38.41 ,USA,1 Year
ORTRONICS,61150D62003M29C,MTRJ SC/SC 3METER CERAMIC,$58.86 ,$29.43 ,50%,$36.16 ,39%,$35.89 ,USA,1 Year
ORTRONICS,61150D62003M33C,ST/ST ST/ST 3METER CERAMIC,$49.12 ,$24.56 ,50%,$30.18 ,39%,$29.95 ,USA,1 Year
ORTRONICS,61150D62003M37C,ST/ST-LC/LC CER 62.5/125/MM 3M,$59.08 ,$29.54 ,50%,$36.30 ,39%,$36.02 ,USA,1 Year
ORTRONICS,61150D62003M39C,ST/ST SC/SC 3METER CERAMIC,$54.94 ,$27.47 ,50%,$33.75 ,39%,$33.50 ,USA,1 Year
ORTRONICS,61150D62003M77C,LC/LC-LC/LC CER 62.5/125 MM 3M,$69.02 ,$34.51 ,50%,$42.40 ,39%,$42.09 ,USA,1 Year
ORTRONICS,61150D62003M79C,LC/LC SC/SC 3METER CERAMIC,$64.90 ,$32.45 ,50%,$39.87 ,39%,$39.57 ,USA,1 Year
