Manufacturer,MFR Part #,Product Description,Retail / MSRP,Dealer Actual Cost,Dealers Discount from list,Proposed GSA Price (w/o IFF fee) ,GSA Discount % from List,Proposed GSA Price (with IFF of .75%),Country of Origin,Warranty
Ortronics,PHD68U48,"48PORT,110/8PORT PANEL CAT6 HD",$558.34 ,$279.17 ,50%,$343.02 ,39%,$340.45 ,MX,1 Year
Ortronics,PHD68U96,"96PORT,110/8PORT PANEL CAT6 HD","$1,099.76 ",$549.88 ,50%,$675.65 ,39%,$670.59 ,MX,1 Year
Ortronics,PJB10-00,"BLANK PANEL JACK, PKG OF 10",$4.34 ,$2.17 ,50%,$2.67 ,39%,$2.65 ,TW,1 Year
Ortronics,PJSNIC-53,"SNAP INLINE COUPLER,PANEL JACK",$15.80 ,$7.90 ,50%,$9.71 ,39%,$9.63 ,MX,1 Year
Ortronics,PJSN5E-00,PANEL JACK CLARITY SNAP CAT5E,$6.90 ,$3.45 ,50%,$4.24 ,39%,$4.21 ,MX,1 Year
Ortronics,PJSN5E-36,PANEL JACK CLARITY SNAP CAT5E,$6.90 ,$3.45 ,50%,$4.24 ,39%,$4.21 ,MX,1 Year
Ortronics,PJSN5E-42,PANEL JACK CLARITY SNAP CAT5E,$6.90 ,$3.45 ,50%,$4.24 ,39%,$4.21 ,MX,1 Year
Ortronics,PJSN5E-43,PANEL JACK CLARITY SNAP CAT5E,$6.90 ,$3.45 ,50%,$4.24 ,39%,$4.21 ,MX,1 Year
Ortronics,PJSN5E-44,PANEL JACK CLARITY SNAP CAT5E,$6.90 ,$3.45 ,50%,$4.24 ,39%,$4.21 ,MX,1 Year
Ortronics,PJSN5E-45,PANEL JACK CLARITY SNAP CAT5E,$6.90 ,$3.45 ,50%,$4.24 ,39%,$4.21 ,MX,1 Year
Ortronics,PJSN5E-68,PANEL JACK CLARITY SNAP CAT5E,$6.90 ,$3.45 ,50%,$4.24 ,39%,$4.21 ,MX,1 Year
Ortronics,PJSN6-00,PANEL JACK CLARITY SNAP CAT6,$10.72 ,$5.36 ,50%,$6.59 ,39%,$6.54 ,MX,1 Year
Ortronics,PJSN6-36,PANEL JACK CLARITY SNAP CAT6,$10.72 ,$5.36 ,50%,$6.59 ,39%,$6.54 ,MX,1 Year
Ortronics,PJSN6-42,PANEL JACK CLARITY SNAP CAT6,$10.72 ,$5.36 ,50%,$6.59 ,39%,$6.54 ,MX,1 Year
Ortronics,PJSN6-43,PANEL JACK CLARITY SNAP CAT6,$10.72 ,$5.36 ,50%,$6.59 ,39%,$6.54 ,MX,1 Year
Ortronics,PJSN6-44,PANEL JACK CLARITY SNAP CAT6,$10.72 ,$5.36 ,50%,$6.59 ,39%,$6.54 ,MX,1 Year
Ortronics,PJSN6-45,PANEL JACK CLARITY SNAP CAT6,$10.72 ,$5.36 ,50%,$6.59 ,39%,$6.54 ,MX,1 Year
Ortronics,PJSN6-68,PANEL JACK CLARITY SNAP CAT6,$10.72 ,$5.36 ,50%,$6.59 ,39%,$6.54 ,MX,1 Year
Ortronics,PJSN6A-00,PANEL JACK CLARITY SNAP CAT6A,$16.28 ,$8.14 ,50%,$10.00 ,39%,$9.93 ,MX,1 Year
Ortronics,PJSN6A-36,PANEL JACK CLARITY SNAP CAT6A,$16.28 ,$8.14 ,50%,$10.00 ,39%,$9.93 ,MX,1 Year
Ortronics,PJSN6A-42,PANEL JACK CLARITY SNAP CAT6A,$16.28 ,$8.14 ,50%,$10.00 ,39%,$9.93 ,MX,1 Year
Ortronics,PJSN6A-43,PANEL JACK CLARITY SNAP CAT6A,$16.28 ,$8.14 ,50%,$10.00 ,39%,$9.93 ,MX,1 Year
Ortronics,PJSN6A-44,PANEL JACK CLARITY SNAP CAT6A,$16.28 ,$8.14 ,50%,$10.00 ,39%,$9.93 ,MX,1 Year
Ortronics,PJSN6A-45,PANEL JACK CLARITY SNAP CAT6A,$16.28 ,$8.14 ,50%,$10.00 ,39%,$9.93 ,MX,1 Year
Ortronics,PJSN6A-68,PANEL JACK CLARITY SNAP CAT6A,$16.28 ,$8.14 ,50%,$10.00 ,39%,$9.93 ,MX,1 Year
Ortronics,PJS5E,REAR LOAD CONNECTOR FTP CAT 5E,$9.66 ,$4.83 ,50%,$5.93 ,39%,$5.89 ,MX,1 Year
Ortronics,PJS6,REAR LOAD CONNECTOR FTP CAT 6,$11.32 ,$5.66 ,50%,$6.95 ,39%,$6.90 ,MX,1 Year
Ortronics,PJS6A,REAR LOAD CONNECTOR FTP 1OG,$12.80 ,$6.40 ,50%,$7.86 ,39%,$7.80 ,MX,1 Year
Ortronics,PJ5E00-00,"PANELJACK,CAT5E,CLARITY,568A/B",$7.36 ,$3.68 ,50%,$4.52 ,39%,$4.49 ,MX,1 Year
Ortronics,PJ5E00-36,"PANELJACK.C5E,CLARITY,T568A/B",$7.36 ,$3.68 ,50%,$4.52 ,39%,$4.49 ,MX,1 Year
Ortronics,PJ5E00-42,"PANELJACK.C5E,CLARITY,T568A/B",$7.36 ,$3.68 ,50%,$4.52 ,39%,$4.49 ,MX,1 Year
Ortronics,PJ5E00-43,"PANELJACK.C5E,CLARITY,T568A/B",$7.36 ,$3.68 ,50%,$4.52 ,39%,$4.49 ,MX,1 Year
Ortronics,PJ5E00-44,"PANELJACK.C5E,CLARITY,T568A/B",$7.36 ,$3.68 ,50%,$4.52 ,39%,$4.49 ,MX,1 Year
Ortronics,PJ5E00-45,"PANELJACK.C5E,CLARITY,T568A/B",$7.36 ,$3.68 ,50%,$4.52 ,39%,$4.49 ,MX,1 Year
Ortronics,PJ5E00-88,"PANELJACK.C5E,CLARITY,T568A/B",$7.36 ,$3.68 ,50%,$4.52 ,39%,$4.49 ,MX,1 Year
Ortronics,PJ6A-00,"PANELJACK,CAT6A,CLARTY,T568A/B",$17.30 ,$8.65 ,50%,$10.63 ,39%,$10.55 ,MX,1 Year
Ortronics,PJ6A-36,"PANELJACK,CAT6A,CLARTY,T568A/B",$17.30 ,$8.65 ,50%,$10.63 ,39%,$10.55 ,MX,1 Year
Ortronics,PJ6A-42,"PANELJACK,CAT6A,CLARTY,T568A/B",$17.30 ,$8.65 ,50%,$10.63 ,39%,$10.55 ,MX,1 Year
Ortronics,PJ6A-43,"PANELJACK,CAT6A,CLARTY,T568A/B",$17.30 ,$8.65 ,50%,$10.63 ,39%,$10.55 ,MX,1 Year
Ortronics,PJ6A-44,"PANELJACK,CAT6A,CLARTY,T568A/B",$17.30 ,$8.65 ,50%,$10.63 ,39%,$10.55 ,MX,1 Year
Ortronics,PJ6A-45,"PANELJACK,CAT6A,CLARTY,T568A/B",$17.30 ,$8.65 ,50%,$10.63 ,39%,$10.55 ,MX,1 Year
Ortronics,PJ6A00-00,"PANELJACK,CAT6A,CLARTY,T568A/B",$16.60 ,$8.30 ,50%,$10.20 ,39%,$10.12 ,MX,1 Year
Ortronics,PJ6A00-36,"PANELJACK,CAT6A,CLARTY,T568A/B",$16.60 ,$8.30 ,50%,$10.20 ,39%,$10.12 ,MX,1 Year
Ortronics,PJ6A00-42,"PANELJACK,CAT6A,CLARTY,T568A/B",$16.60 ,$8.30 ,50%,$10.20 ,39%,$10.12 ,MX,1 Year
Ortronics,PJ6A00-43,"PANELJACK,CAT6A,CLARTY,T568A/B",$16.60 ,$8.30 ,50%,$10.20 ,39%,$10.12 ,MX,1 Year
Ortronics,PJ6A00-44,"PANELJACK,CAT6A,CLARTY,T568A/B",$16.60 ,$8.30 ,50%,$10.20 ,39%,$10.12 ,MX,1 Year
Ortronics,PJ6A00-45,"PANELJACK,CAT6A,CLARTY,T568A/B",$16.60 ,$8.30 ,50%,$10.20 ,39%,$10.12 ,MX,1 Year
Ortronics,PJ600-00,"PANELJACK,CAT6,CLARITY,T568A/B",$11.54 ,$5.77 ,50%,$7.09 ,39%,$7.04 ,MX,1 Year
Ortronics,PJ600-36,"PANELJACK,CAT6,CLARITY,T568A/B",$11.54 ,$5.77 ,50%,$7.09 ,39%,$7.04 ,MX,1 Year
Ortronics,PJ600-42,"PANELJACK,CAT6,CLARITY,T568A/B",$11.54 ,$5.77 ,50%,$7.09 ,39%,$7.04 ,MX,1 Year
Ortronics,PJ600-43,"PANELJACK,CAT6,CLARITY,T568A/B",$11.54 ,$5.77 ,50%,$7.09 ,39%,$7.04 ,MX,1 Year
Ortronics,PJ600-44,"PANELJACK,CAT6,CLARITY,T568A/B",$11.54 ,$5.77 ,50%,$7.09 ,39%,$7.04 ,MX,1 Year
Ortronics,PJ600-45,"PANELJACK,CAT6,CLARITY,T568A/B",$11.54 ,$5.77 ,50%,$7.09 ,39%,$7.04 ,MX,1 Year
Ortronics,PJ600-78,"PANELJACK,CAT6,CLARITY,T568A/B",$11.54 ,$5.77 ,50%,$7.09 ,39%,$7.04 ,MX,1 Year
Ortronics,PJ600-88,"PANELJACK,CAT6,CLARITY,T568A/B",$11.54 ,$5.77 ,50%,$7.09 ,39%,$7.04 ,MX,1 Year
Ortronics,PMP5E12H,"12PORT,110,HINGED MINI PATCH",$155.58 ,$77.79 ,50%,$95.58 ,39%,$94.87 ,US,1 Year
Ortronics,PMP5E1289,"12PORT,110,MINI PATCH 89D",$115.18 ,$57.59 ,50%,$70.76 ,39%,$70.23 ,US,1 Year
Ortronics,PMP612H,"12PORT,110 HINGED,MINI PATCH",$186.78 ,$93.39 ,50%,$114.75 ,39%,$113.89 ,US,1 Year
Ortronics,PMP61289,"12PORT,110 MINI PATCH 89D",$135.74 ,$67.87 ,50%,$83.39 ,39%,$82.77 ,US,1 Year
Ortronics,POE-1M,1 PORT POWER INJECTOR,$75.00 ,$67.98 ,9%,$83.53 ,-11%,$82.90 ,IL,1 Year
Ortronics,PPCA5E6U24,"24PORT,CLARITY,SNAP,CAT5E,PNL",$236.14 ,$118.07 ,50%,$145.08 ,39%,$143.99 ,MX,1 Year
Ortronics,PPCA5E6U48,"48PORT,CLARITY,SNAP,CAT5E,PNL",$478.78 ,$239.39 ,50%,$294.15 ,39%,$291.94 ,MX,1 Year
Ortronics,PPCA610U24,"24PORT, CLARITY SNAP 6A, PANEL",$572.54 ,$286.27 ,50%,$351.75 ,39%,$349.11 ,MX,1 Year
Ortronics,PPCA610U48,"48PORT, CLARITY SNAP 6A, PANEL","$1,160.58 ",$580.29 ,50%,$713.02 ,39%,$707.67 ,MX,1 Year
Ortronics,PPCA66U24,"24PORT,CLARITY SNAP CAT6,PANEL",$306.08 ,$153.04 ,50%,$188.04 ,39%,$186.63 ,MX,1 Year
Ortronics,PPCA66U48,"48PORT,CLARITY SNAP CAT6,PANEL",$616.34 ,$308.17 ,50%,$378.66 ,39%,$375.82 ,MX,1 Year
Ortronics,PPCF5E6U24,"24PORT,CLARITY,SNAP,CAT5E,PNL",$209.66 ,$104.83 ,50%,$128.81 ,39%,$127.84 ,MX,1 Year
Ortronics,PPCF5E6U48,"48PORT,CLARITY,SNAP,CAT5E,PNL",$436.90 ,$218.45 ,50%,$268.42 ,39%,$266.40 ,MX,1 Year
Ortronics,PPCF610U24,"24PORT,CLARITY SNAP,C6A,",$541.78 ,$270.89 ,50%,$332.85 ,39%,$330.35 ,MX,1 Year
Ortronics,PPCF610U48,"48PORT,CLARITY SNAP,C6A","$1,079.44 ",$539.72 ,50%,$663.17 ,39%,$658.20 ,MX,1 Year
Ortronics,PPCF66U24,"24PORT,CLARITY SNAP CAT6,PANEL",$279.46 ,$139.73 ,50%,$171.69 ,39%,$170.40 ,MX,1 Year
Ortronics,PPCF66U48,"48PORT,CLARITY SNAP CAT6,PANEL",$551.76 ,$275.88 ,50%,$338.98 ,39%,$336.44 ,MX,1 Year
Ortronics,PS-M6X1-50,"SCREWS,PANEL MTG,M6X1X.625""",$31.50 ,$15.75 ,50%,$19.35 ,39%,$19.21 ,US,1 Year
Ortronics,PS-M6X1CN,HOMACO M6 CAGE NUT KIT,$86.24 ,$43.12 ,50%,$52.98 ,39%,$52.59 ,US,1 Year
Ortronics,PS-1032-50,"SCREWS,PANEL MTG,10-32 X 5/8",$33.24 ,$16.62 ,50%,$20.42 ,39%,$20.27 ,US,1 Year
Ortronics,PS-1032CN,HOMACO 10-32 CAGE NUT KIT,$49.90 ,$24.95 ,50%,$30.66 ,39%,$30.43 ,US,1 Year
Ortronics,PS-1224CN,HOMACO 12-24 CAGE NUT KIT,$72.60 ,$36.30 ,50%,$44.60 ,39%,$44.27 ,US,1 Year
Ortronics,PSAHJU48,48 PORT ANGLED HDJ 2RU PANEL,$120.00 ,$60.00 ,50%,$73.72 ,39%,$73.17 ,US,1 Year
Ortronics,PSDHJU48,48 PORT FLAT HDJ 2RU PANEL,$114.00 ,$57.00 ,50%,$70.04 ,39%,$69.51 ,US,1 Year
Ortronics,PSD5E6U12,"12PORT,110/6PORT PNL C5E,STD",$139.76 ,$69.88 ,50%,$85.86 ,39%,$85.22 ,MX,1 Year
Ortronics,PSD5E6U24,"24PORT,110/6PORT PNL C5E",$225.70 ,$112.85 ,50%,$138.66 ,39%,$137.62 ,MX,1 Year
Ortronics,PSD5E6U24HM,"24PORT,110/6PORT C5E CLARITY",$318.46 ,$159.23 ,50%,$195.65 ,39%,$194.18 ,MX,1 Year
Ortronics,PSD5E6U48,"48PORT,110/6PORT PNL C5E,STD",$451.72 ,$225.86 ,50%,$277.52 ,39%,$275.44 ,MX,1 Year
Ortronics,PSD5E6U48HM,"48PORT,110/6PORT C5E CLARITY",$562.06 ,$281.03 ,50%,$345.31 ,39%,$342.72 ,MX,1 Year
Ortronics,PSD5E6U96,"96PORT,110/6PORT PNL C5E,STD",$839.48 ,$419.74 ,50%,$515.75 ,39%,$511.88 ,MX,1 Year
Ortronics,PSD66U12,"12PORT,110/6PORT PANEL C6,STD",$173.64 ,$86.82 ,50%,$106.68 ,39%,$105.88 ,MX,1 Year
Ortronics,PSD66U24,"24PORT,110/6PORT PANEL C6",$285.32 ,$142.66 ,50%,$175.29 ,39%,$173.98 ,MX,1 Year
Ortronics,PSD66U24HM,"24PORT,110/6PORT C6  CLARITY",$368.78 ,$184.39 ,50%,$226.57 ,39%,$224.87 ,MX,1 Year
Ortronics,PSD66U48,"48PORT,110/6PORT PANEL C6,STD",$563.44 ,$281.72 ,50%,$346.16 ,39%,$343.56 ,MX,1 Year
Ortronics,PSD66U48HM,"48PORT,110/6PORT C6  CLARITY",$652.14 ,$326.07 ,50%,$400.65 ,39%,$397.65 ,MX,1 Year
Ortronics,PSD66U96,"96PORT,110/6PORT PANEL C6,STD","$1,109.86 ",$554.93 ,50%,$681.86 ,39%,$676.74 ,MX,1 Year
Ortronics,P1DA2BRAZAZ010M,"JMPR,DX,LC(PC)-LC(PC),10M",$89.96 ,$44.98 ,50%,$55.27 ,39%,$54.85 ,CN,1 Year
Ortronics,P1DA2BRAZAZ015M,"JMPR,DX,LC(PC)-LC(PC),15M",$117.64 ,$58.82 ,50%,$72.27 ,39%,$71.73 ,CN,1 Year
Ortronics,P1DA2BRCZFZ003M,"JMPR,DX,MTRJ-F(PC) - SC(PC),3M",$60.90 ,$30.45 ,50%,$37.41 ,39%,$37.13 ,CN,1 Year
Ortronics,P1DA2BREZEZ001F,"JMPR,DX,ST(PC)-ST(PC),1F",$43.36 ,$21.68 ,50%,$26.64 ,39%,$26.44 ,CN,1 Year
Ortronics,P1DA2BREZEZ001M,"JMPR,DX,ST(PC)-ST(PC),1M",$45.22 ,$22.61 ,50%,$27.78 ,39%,$27.57 ,CN,1 Year
Ortronics,P1DA2BREZEZ002F,"JMPR,DX,ST(PC)-ST(PC),2F",$44.18 ,$22.09 ,50%,$27.14 ,39%,$26.94 ,CN,1 Year
Ortronics,P1DA2BREZEZ002M,"JMPR,DX,ST(PC)-ST(PC),2M",$47.92 ,$23.96 ,50%,$29.44 ,39%,$29.22 ,CN,1 Year
Ortronics,P1DA2BREZEZ003F,"JMPR,DX,ST(PC)-ST(PC),3F",$45.00 ,$22.50 ,50%,$27.65 ,39%,$27.44 ,CN,1 Year
Ortronics,P1DA2BREZEZ003M,"JMPR,DX,ST(PC)-ST(PC),3M",$50.60 ,$25.30 ,50%,$31.09 ,39%,$30.85 ,CN,1 Year
Ortronics,P1DA2BREZEZ004F,"JMPR,DX,ST(PC)-ST(PC),4F",$45.82 ,$22.91 ,50%,$28.15 ,39%,$27.94 ,CN,1 Year
Ortronics,P1DA2BREZEZ004M,"JMPR,DX,ST(PC)-ST(PC),4M",$53.28 ,$26.64 ,50%,$32.73 ,39%,$32.49 ,CN,1 Year
Ortronics,P1DA2BREZEZ005F,"JMPR,DX,ST(PC)-ST(PC),5F",$46.64 ,$23.32 ,50%,$28.65 ,39%,$28.44 ,CN,1 Year
Ortronics,P1DA2BREZEZ005M,"JMPR,DX,ST(PC)-ST(PC),5M",$55.96 ,$27.98 ,50%,$34.38 ,39%,$34.12 ,CN,1 Year
Ortronics,P1DA2BREZEZ006F,"JMPR,DX,ST(PC)-ST(PC),6F",$47.46 ,$23.73 ,50%,$29.16 ,39%,$28.94 ,CN,1 Year
Ortronics,P1DA2BREZEZ006M,"JMPR,DX,ST(PC)-ST(PC),6M",$58.64 ,$29.32 ,50%,$36.03 ,39%,$35.76 ,CN,1 Year
Ortronics,P1DA2BREZEZ007F,"JMPR,DX,ST(PC)-ST(PC),7F",$48.26 ,$24.13 ,50%,$29.65 ,39%,$29.43 ,CN,1 Year
Ortronics,P1DA2BREZEZ007M,"JMPR,DX,ST(PC)-ST(PC),7M",$61.32 ,$30.66 ,50%,$37.67 ,39%,$37.39 ,CN,1 Year
Ortronics,P1DA2BREZEZ008F,"JMPR,DX,ST(PC)-ST(PC),8F",$49.08 ,$24.54 ,50%,$30.15 ,39%,$29.93 ,CN,1 Year
Ortronics,P1DA2BREZEZ008M,"JMPR,DX,ST(PC)-ST(PC),8M",$64.00 ,$32.00 ,50%,$39.32 ,39%,$39.02 ,CN,1 Year
Ortronics,P1DA2BREZEZ009F,"JMPR,DX,ST(PC)-ST(PC),9F",$49.90 ,$24.95 ,50%,$30.66 ,39%,$30.43 ,CN,1 Year
Ortronics,P1DA2BREZEZ009M,"JMPR,DX,ST(PC)-ST(PC),9M",$66.68 ,$33.34 ,50%,$40.97 ,39%,$40.66 ,CN,1 Year
Ortronics,P1DA2BREZEZ010F,"JMPR,DX,ST(PC)-ST(PC),10F",$50.72 ,$25.36 ,50%,$31.16 ,39%,$30.93 ,CN,1 Year
Ortronics,P1DA2BREZEZ010M,"JMPR,DX,ST(PC)-ST(PC),10M",$69.36 ,$34.68 ,50%,$42.61 ,39%,$42.29 ,CN,1 Year
Ortronics,P1DA2BREZEZ012F,"JMPR,DX,ST(PC)-ST(PC),12F",$52.36 ,$26.18 ,50%,$32.17 ,39%,$31.93 ,CN,1 Year
Ortronics,P1DA2BREZEZ013F,"JMPR,DX,ST(PC)-ST(PC),13F",$53.18 ,$26.59 ,50%,$32.67 ,39%,$32.43 ,CN,1 Year
Ortronics,P1DA2BREZEZ013M,"JMPR,DX,ST(PC)-ST(PC),13M",$91.70 ,$45.85 ,50%,$56.34 ,39%,$55.91 ,CN,1 Year
Ortronics,P1DA2BREZEZ015F,"JMPR,DX,ST(PC)-ST(PC),15F",$54.82 ,$27.41 ,50%,$33.68 ,39%,$33.43 ,CN,1 Year
Ortronics,P1DA2BREZEZ015M,"JMPR,DX,ST(PC)-ST(PC),15M",$97.06 ,$48.53 ,50%,$59.63 ,39%,$59.18 ,CN,1 Year
Ortronics,P1DA2BREZEZ018F,"JMPR,DX,ST(PC)-ST(PC),18F",$57.26 ,$28.63 ,50%,$35.18 ,39%,$34.91 ,CN,1 Year
Ortronics,P1DA2BREZEZ021F,"JMPR,DX,ST(PC)-ST(PC),21F",$59.72 ,$29.86 ,50%,$36.69 ,39%,$36.41 ,CN,1 Year
Ortronics,P1DA2BREZEZ023F,"JMPR,DX,ST(PC)-ST(PC),23F",$61.36 ,$30.68 ,50%,$37.70 ,39%,$37.41 ,CN,1 Year
Ortronics,P1DA2BREZEZ025F,"JMPR,DX,ST(PC)-ST(PC),25F",$62.98 ,$31.49 ,50%,$38.69 ,39%,$38.40 ,CN,1 Year
Ortronics,P1DA2BREZEZ025M,"JMPR,DX,ST(PC)-ST(PC),25M",$123.88 ,$61.94 ,50%,$76.11 ,39%,$75.54 ,CN,1 Year
Ortronics,P1DA2BREZEZ030F,"JMPR,DX,ST(PC)-ST(PC),30F",$67.08 ,$33.54 ,50%,$41.21 ,39%,$40.90 ,CN,1 Year
Ortronics,P1DA2BREZEZ030M,"JMPR,DX,ST(PC)-ST(PC),30M",$137.28 ,$68.64 ,50%,$84.34 ,39%,$83.71 ,CN,1 Year
Ortronics,P1DA2BREZEZ031M,"JMPR,DX,ST(PC)-ST(PC),31M",$176.20 ,$88.10 ,50%,$108.25 ,39%,$107.44 ,CN,1 Year
Ortronics,P1DA2BREZEZ046M,"JMPR,DX,ST(PC)-ST(PC),46M",$216.44 ,$108.22 ,50%,$132.97 ,39%,$131.98 ,CN,1 Year
Ortronics,P1DA2BREZEZ050F,"JMPR,DX,ST(PC)-ST(PC),50F",$97.70 ,$48.85 ,50%,$60.02 ,39%,$59.57 ,CN,1 Year
Ortronics,P1DA2BREZEZ061M,"JMPR,DX,ST(PC)-ST(PC),61M",$256.66 ,$128.33 ,50%,$157.68 ,39%,$156.50 ,CN,1 Year
Ortronics,P1DA2BREZEZ070M,"JMPR,DX,ST(PC)-ST(PC),70M",$280.80 ,$140.40 ,50%,$172.51 ,39%,$171.22 ,CN,1 Year
Ortronics,P1DA2BREZEZ075F,"JMPR,DX,ST(PC)-ST(PC),75F",$118.14 ,$59.07 ,50%,$72.58 ,39%,$72.04 ,CN,1 Year
Ortronics,P1DA2BREZEZ091M,"JMPR,DX,ST(PC)-ST(PC),91M",$337.14 ,$168.57 ,50%,$207.13 ,39%,$205.57 ,CN,1 Year
Ortronics,P1DA2BREZEZ100F,"JMPR,DX,ST(PC)-ST(PC),100F",$138.58 ,$69.29 ,50%,$85.14 ,39%,$84.50 ,CN,1 Year
Ortronics,P1DA2BREZFZ001F,"JMPR,DX,ST(PC)-SC(PC),1F",$49.36 ,$24.68 ,50%,$30.32 ,39%,$30.10 ,CN,1 Year
Ortronics,P1DA2BREZFZ001M,"JMPR,DX,ST(PC)-SC(PC),1M",$51.22 ,$25.61 ,50%,$31.47 ,39%,$31.23 ,CN,1 Year
Ortronics,P1DA2BREZFZ002F,"JMPR,DX,ST(PC)-SC(PC),2F",$50.18 ,$25.09 ,50%,$30.83 ,39%,$30.60 ,CN,1 Year
Ortronics,P1DA2BREZFZ002M,"JMPR,DX,ST(PC)-SC(PC),2M",$53.90 ,$26.95 ,50%,$33.11 ,39%,$32.87 ,CN,1 Year
Ortronics,P1DA2BREZFZ003F,"JMPR,DX,ST(PC)-SC(PC),3F",$51.00 ,$25.50 ,50%,$31.33 ,39%,$31.10 ,CN,1 Year
Ortronics,P1DA2BREZFZ004F,"JMPR,DX,ST(PC)-SC(PC),4F",$51.80 ,$25.90 ,50%,$31.82 ,39%,$31.59 ,CN,1 Year
Ortronics,P1DA2BREZFZ005F,"JMPR,DX,ST(PC)-SC(PC),5F",$52.62 ,$26.31 ,50%,$32.33 ,39%,$32.09 ,CN,1 Year
Ortronics,P1DA2BREZFZ005M,"JMPR,DX,ST(PC)-SC(PC),5M",$61.94 ,$30.97 ,50%,$38.05 ,39%,$37.77 ,CN,1 Year
Ortronics,P1DA2BREZFZ006F,"JMPR,DX,ST(PC)-SC(PC),6F",$53.44 ,$26.72 ,50%,$32.83 ,39%,$32.59 ,CN,1 Year
Ortronics,P1DA2BREZFZ007F,"JMPR,DX,ST(PC)-SC(PC),7F",$54.26 ,$27.13 ,50%,$33.34 ,39%,$33.09 ,CN,1 Year
Ortronics,P1DA2BREZFZ007M,"JMPR,DX,ST(PC)-SC(PC),7M",$67.32 ,$33.66 ,50%,$41.36 ,39%,$41.05 ,CN,1 Year
Ortronics,P1DA2BREZFZ008F,"JMPR,DX,ST(PC)-SC(PC),8F",$55.08 ,$27.54 ,50%,$33.84 ,39%,$33.59 ,CN,1 Year
Ortronics,P1DA2BREZFZ008M,"JMPR,DX,ST(PC)-SC(PC),8M",$70.00 ,$35.00 ,50%,$43.01 ,39%,$42.68 ,CN,1 Year
Ortronics,P1DA2BREZFZ009F,"JMPR,DX,ST(PC)-SC(PC),9F",$55.90 ,$27.95 ,50%,$34.34 ,39%,$34.09 ,CN,1 Year
Ortronics,P1DA2BREZFZ009M,"JMPR,DX,ST(PC)-SC(PC),9M",$72.68 ,$36.34 ,50%,$44.65 ,39%,$44.32 ,CN,1 Year
Ortronics,P1DA2BREZFZ010F,"JMPR,DX,ST(PC)-SC(PC),10F",$56.72 ,$28.36 ,50%,$34.85 ,39%,$34.59 ,CN,1 Year
Ortronics,P1DA2BREZFZ012M,"JMPR,DX,ST(PC)-SC(PC),12M",$95.00 ,$47.50 ,50%,$58.36 ,39%,$57.93 ,CN,1 Year
Ortronics,P1DA2BREZFZ013M,"JMPR,DX,ST(PC)-SC(PC),13M",$97.68 ,$48.84 ,50%,$60.01 ,39%,$59.56 ,CN,1 Year
Ortronics,P1DA2BREZFZ014F,"JMPR,DX,ST(PC)-SC(PC),14F",$59.98 ,$29.99 ,50%,$36.85 ,39%,$36.57 ,CN,1 Year
Ortronics,P1DA2BREZFZ015M,"JMPR,DX,ST(PC)-SC(PC),15M",$103.04 ,$51.52 ,50%,$63.30 ,39%,$62.83 ,CN,1 Year
Ortronics,P1DA2BREZFZ016F,"JMPR,DX,ST(PC)-SC(PC),16F",$61.62 ,$30.81 ,50%,$37.86 ,39%,$37.57 ,CN,1 Year
Ortronics,P1DA2BREZFZ018F,"JMPR,DX,ST(PC)-SC(PC),18F",$63.26 ,$31.63 ,50%,$38.86 ,39%,$38.57 ,CN,1 Year
Ortronics,P1DA2BREZFZ020F,"JMPR,DX,ST(PC)-SC(PC),20F",$64.88 ,$32.44 ,50%,$39.86 ,39%,$39.56 ,CN,1 Year
Ortronics,P1DA2BREZFZ020M,"JMPR,DX,ST(PC)-SC(PC),20M",$116.46 ,$58.23 ,50%,$71.55 ,39%,$71.01 ,CN,1 Year
Ortronics,P1DA2BREZFZ025F,"JMPR,DX,ST(PC)-SC(PC),25F",$68.98 ,$34.49 ,50%,$42.38 ,39%,$42.06 ,CN,1 Year
Ortronics,P1DA2BREZFZ025M,"JMPR,DX,ST(PC)-SC(PC),25M",$129.86 ,$64.93 ,50%,$79.78 ,39%,$79.18 ,CN,1 Year
Ortronics,P1DA2BREZFZ030F,"JMPR,DX,ST(PC)-SC(PC),30F",$73.06 ,$36.53 ,50%,$44.89 ,39%,$44.55 ,CN,1 Year
Ortronics,P1DA2BREZFZ030M,"JMPR,DX,ST(PC)-SC(PC),30M",$143.28 ,$71.64 ,50%,$88.03 ,39%,$87.37 ,CN,1 Year
Ortronics,P1DA2BREZFZ050F,"JMPR,DX,ST(PC)-SC(PC),50F",$103.70 ,$51.85 ,50%,$63.71 ,39%,$63.23 ,CN,1 Year
Ortronics,P1DA2BREZFZ061M,"JMPR,DX,ST(PC)-SC(PC),61M",$262.66 ,$131.33 ,50%,$161.37 ,39%,$160.16 ,CN,1 Year
Ortronics,P1DA2BREZFZ065F,"JMPR,DX,ST(PC)-SC(PC),65F",$115.96 ,$57.98 ,50%,$71.24 ,39%,$70.71 ,CN,1 Year
Ortronics,P1DA2BREZFZ076M,"JMPR,DX,ST(PC)-SC(PC),76M",$302.90 ,$151.45 ,50%,$186.09 ,39%,$184.70 ,CN,1 Year
Ortronics,P1DA2BREZFZ400F,"JMPR,DX,ST(PC)-SC(PC),400F",$426.08 ,$213.04 ,50%,$261.77 ,39%,$259.80 ,CN,1 Year
